edge_id,t,cpu
0,0,70.33371239262605
0,0,96.67292429151641
0,0,95.33049435648013
0,0,118.03398910879793
0,0,62.95986195294249
0,0,91.87770513619364
0,0,65.9967603394721
0,1,82.81134687750222
0,1,92.71809186331619
0,1,79.56197144992225
0,1,72.81985429749218
0,1,63.31679186661593
0,2,69.15868611764442
0,2,101.37555183132989
0,2,57.43012569749743
0,3,115.03814468839279
0,3,67.0417808380236
0,3,90.55839417606583
0,3,105.29381901559636
0,3,56.50381629307923
0,3,81.13804803185712
0,3,114.06355979971966
0,3,93.3406086102029
0,4,81.35594078976703
0,5,119.97712436694646
0,5,59.856830346509966
0,5,76.01011759613401
0,5,92.79315273119968
0,5,82.43824831702241
0,5,57.17094813628574
0,6,105.65985057580656
0,6,89.5895027897568
0,6,64.81307291445671
0,6,69.89047514230307
0,7,71.42042736462602
0,7,55.92688699927026
0,7,77.33934716989222
0,7,69.52095942938561
0,8,66.16582514545136
0,8,59.11325444405617
0,8,87.69331836638942
0,8,69.92409383575233
0,8,102.58075925519049
0,8,104.06854054862691
0,9,57.02236494352956
0,10,80.08217667529667
0,10,61.916312270683136
0,10,95.07985675413315
0,10,92.30530324728433
0,10,60.31109419983251
0,10,69.40575051953175
0,11,52.46124993020471
0,11,119.53525985383203
0,11,61.127556581584145
0,11,106.77112771838591
0,12,92.01417829648065
0,12,62.50942846528262
0,12,71.19287594325672
0,13,97.3022732243024
0,13,80.28934402385849
0,13,103.02688958929912
0,14,100.25074957918845
0,14,90.24388089245303
0,15,75.36050988215403
0,15,100.00225794272612
0,15,72.79513438649249
0,16,93.02499732544203
0,16,95.21415684838598
0,16,99.62678863998954
0,17,102.94322505361114
0,17,89.82790236328687
0,17,97.75604873036087
0,17,112.31094538013761
0,18,83.57423693396689
0,18,100.6124101595557
0,18,57.011970504100326
0,19,115.12964452251445
0,19,106.74660414384587
0,20,65.08373879499023
0,20,82.78866815170511
0,20,112.84817557209936
0,20,50.91933615969536
0,20,50.681167210886606
0,21,97.11063706741366
0,21,60.29489331852404
0,21,76.72873675927886
0,21,105.55654867250608
0,22,89.95206192133239
0,22,99.97598978451643
0,22,108.37358617471634
0,23,92.19913227504455
0,23,96.95080180551062
0,24,99.570313421899
0,24,58.282685110219674
0,24,109.36195318600969
0,24,74.76167769459323
0,24,51.001524285596425
0,25,53.982120684930436
0,25,100.38510837277992
0,25,53.1680819709386
0,26,53.75398732600144
0,26,111.36236948594188
0,26,74.58005833897684
0,26,83.85763120305066
0,26,119.047900353971
0,26,85.99450221341004
0,27,87.17765957809088
0,27,117.87004362855907
0,27,86.92681465722191
0,27,109.15739486861833
0,28,54.280232673338034
0,28,53.14366475561121
0,28,101.42581484971447
0,28,116.53095638630724
0,28,60.23157476682861
0,29,57.75239554813563
0,29,59.34907861044385
0,29,54.22813081550489
0,30,113.12191732284495
0,30,110.135438611524
0,31,93.53173747232755
0,31,80.36490815451609
0,31,66.5929056243076
0,32,92.98218389140554
0,32,107.0628262604927
0,33,53.540289625530725
0,33,66.3278025275784
0,33,109.02285386601457
0,34,69.51863085043259
0,34,72.7412406969502
0,34,94.31148536766129
0,34,93.59732460007382
0,35,110.88686560697462
0,35,110.01903926555606
0,35,96.31037184018409
0,35,63.804412806170056
0,36,118.54667178239892
0,36,97.0504080852685
0,36,52.99861248322989
0,36,81.55025898725032
0,36,113.25080897111492
0,36,72.51087582537255
0,36,87.6076590402337
0,37,106.98478011706766
0,37,53.51491850203009
0,37,103.7887380179824
0,37,75.465023611934
0,37,69.98134510399059
0,37,117.58436569064493
0,38,117.85800787963308
0,39,68.5145011343235
0,39,72.44653083559949
0,39,85.06977856285368
0,39,94.98860915836349
0,39,89.45610897445107
0,40,114.96061192421878
0,40,89.31313118540186
0,40,91.02842441638478
0,40,59.13076181733425
0,41,70.1048799789153
0,41,88.00649565636789
0,41,97.95209644884319
0,42,102.98963316427589
0,42,114.05537356951642
0,42,104.23948925738694
0,42,63.21178919889552
0,42,65.90544858699374
0,42,92.5700059668205
0,43,118.40280346164971
0,43,59.8717352020235
0,43,73.89885768392139
0,43,78.55040743979633
0,44,52.53766222603564
0,44,110.38124689389545
0,44,81.3663778957144
0,44,115.12320032375186
0,45,50.80028736705428
0,45,111.96602889478208
0,45,76.1985127495514
0,45,66.32031125326606
0,46,109.70470507249148
0,46,55.59405765426247
0,46,60.09759198816141
0,46,78.69495533457507
0,47,102.52722489634911
0,47,87.04141706689637
0,47,91.26102544229744
0,47,59.8732643508609
0,47,80.70980842186603
0,47,110.34045305880117
0,48,73.26169375179717
0,48,105.29384011919917
0,48,106.14437915175621
0,48,64.83205776149703
0,49,96.55542079988996
0,49,104.31030070610564
0,49,91.95102723114607
0,49,99.9801895966458
0,49,111.95451856416673
0,50,72.45350898151901
0,50,106.84233051181957
0,50,90.41794869931637
0,50,117.82312019798266
0,50,62.5143401285341
0,51,71.75923088621752
0,51,116.23373987639958
0,52,117.1890398716963
0,52,106.72121961334295
0,52,51.52959640454451
0,52,89.6066043930322
0,54,105.47511773030263
0,54,85.63795847422153
0,54,93.49114624204691
0,55,107.93755850424783
0,55,88.23011293243641
0,55,76.2708652761184
0,56,67.6335785757195
0,56,53.10068016978947
0,56,97.56863035996295
0,57,54.78438600137363
0,57,107.22335075134444
0,57,111.55251614855419
0,58,67.83311566398918
0,58,89.55124382342774
0,58,89.57823743653529
0,58,104.1282806455992
0,59,52.950529187405394
0,59,111.10113000369881
0,59,77.66043759483458
0,59,93.10528592860871
0,59,88.28543967137476
0,60,54.93740066661253
0,60,111.75486882721194
0,60,82.03386428126088
0,60,80.47039320467323
0,60,61.64539070182053
0,62,117.80296707421506
0,62,97.07970365662362
0,62,60.45439152236314
0,62,54.357060831114666
0,62,107.71325323711514
0,63,93.5815657593883
0,63,67.80516771644673
0,63,86.42745581950736
0,64,75.16115183275674
0,64,73.62322865256712
0,64,62.058537004905176
0,65,95.09689805781873
0,66,86.79417196002588
0,66,111.6819061931922
0,67,73.46562261495002
0,67,55.54012677947466
0,68,83.27050835958558
0,68,94.15284986285374
0,68,103.63234796289379
0,68,63.00313393443471
0,69,59.774963114670854
0,69,72.90247666135225
0,70,89.64735044417682
0,70,82.70218933467126
0,70,75.39156535807385
0,70,118.1525354160489
0,70,100.79842942403221
0,70,111.71535682023674
0,71,90.52555915849024
0,71,119.96213470304815
0,72,103.64835164979095
0,73,57.963372373645626
0,73,117.85447300938777
0,73,112.22941469894326
0,73,62.96563315816565
0,73,85.75966554746586
0,73,111.33563051921487
0,74,84.6210375841852
0,74,105.90746741353425
0,74,70.0477604899305
0,74,118.05280777309288
0,75,93.6538163108085
0,75,110.98192323726808
0,75,107.9369794898436
0,75,57.86832978945642
0,75,57.893939094240714
0,76,85.62133759865343
0,76,114.77296377049146
0,76,93.91359772977239
0,76,104.45902831043551
0,76,102.61941721255205
0,77,70.17046423233626
0,77,50.306178759810656
0,77,114.72206932951988
0,77,62.80984016214692
0,78,87.44333489328565
0,78,103.04693139859862
0,79,59.65291752112338
0,79,64.60673371581143
0,79,94.29005870106941
0,80,59.819950895157675
0,80,93.93902895205179
0,80,69.18379452006835
0,80,55.76470932357307
0,80,108.02038012172862
0,81,50.646962020675474
0,81,117.65043670590238
0,82,119.83552368628315
0,83,105.0047505275628
0,83,115.89878269929508
0,83,60.09326247343071
0,84,50.54914448684362
0,84,65.04945565118739
0,84,84.38873399430005
0,84,114.89483812358296
0,84,55.4195584332988
0,85,77.18990548594999
0,85,56.61199358881034
0,86,93.26262672738699
0,86,83.68933053581317
0,86,94.91805555823598
0,86,62.324692522636035
0,86,98.5962315176196
0,86,100.70538945942529
0,87,111.11249210682956
0,87,106.61195603147837
0,88,52.62892488181327
0,88,82.68771864146585
0,88,71.62056407085105
0,88,115.35602817857901
0,88,109.62853811333304
0,89,73.86135777087556
0,90,92.38704924238905
0,90,116.48595474234021
0,90,52.029492149928586
0,90,71.65287419517684
0,91,91.87664318963276
