edge_id,t,cpu
0,1,71.22538486909754
0,1,54.04517379139049
0,2,63.945378008595355
0,3,80.90738072652279
0,4,111.76914578851371
0,5,86.30906960664166
0,5,57.52153868402357
0,5,107.93271829444073
0,5,60.68607151785486
0,6,112.07820776282715
0,7,56.02950400843254
0,8,107.11690525906447
0,8,75.38082488162739
0,10,114.05689181430209
0,10,86.72706146799356
0,11,119.13676055976529
0,11,104.53718104770508
0,11,51.12872524605504
0,12,116.81961502011676
0,12,71.44908145457255
0,12,73.71608189489791
0,13,81.4238205814953
0,14,65.00100506260151
0,15,95.61478323340936
0,15,106.22193581429119
0,16,98.32259928305103
0,17,74.19057101095692
0,17,86.94684758069346
0,17,87.1601324001933
0,18,72.70336271807629
0,18,115.03976640108239
0,18,92.35711355660055
0,19,119.50753572835103
0,19,60.38402406734622
0,20,107.39077032689035
0,22,74.34390683231064
0,23,50.13944946533492
0,23,74.83822988802139
0,23,64.31384228370764
0,24,110.36344415078122
0,25,105.35062153872744
0,25,115.8694625802106
0,26,50.75007083867513
0,26,93.4931436908995
0,26,67.75497320389628
0,27,74.19871954527436
0,27,66.49777742031195
0,27,91.4265535364328
0,28,98.2625478396086
0,29,72.63600934808645
0,29,74.67367328603459
0,30,91.83776348664213
0,30,53.13378720819408
0,31,93.24088468432561
0,32,93.54606901595115
0,33,67.38685261202453
0,33,52.29599119938272
0,34,50.85097400341708
0,35,118.84650309006554
0,35,69.50501441805255
0,35,77.19718036042295
0,35,71.06433512157932
0,36,73.97135851842994
0,36,55.894910782396884
0,37,60.70013974290324
0,37,99.08189031131818
0,37,96.14088812200941
0,37,73.30384673619822
0,38,66.3936097931769
0,39,63.16848118066329
0,39,111.311815846194
0,39,103.65691213551389
0,40,54.29447389774677
0,41,86.09172200054752
0,42,59.981590085733615
0,42,52.818060210646244
0,42,77.24460330364072
0,43,79.15960799376046
0,44,107.03775796225585
0,46,75.35648091566019
0,46,70.85840648470906
0,46,112.28854758618175
0,47,96.54894324331967
0,47,91.50893234288458
0,48,80.98855913772051
0,49,65.23115579521512
0,51,66.96475865957336
0,52,59.85393204398493
0,53,53.28750956853671
0,53,119.41159649649167
0,56,101.1607232642551
0,56,102.88060907609068
0,57,58.93062119568946
0,58,106.39541637543394
0,59,115.27527671681678
0,60,90.65291993389613
0,60,108.44697425364818
0,61,106.53916583308398
0,62,60.60118653547501
0,62,73.68575061476511
0,63,107.9928509614382
0,64,105.1144193886795
0,65,71.83156050346076
0,65,100.47382626285102
0,65,58.89773436069168
0,66,87.81520867450331
0,66,71.08229108981512
0,67,97.01904790840997
0,68,77.25069298293836
0,68,118.62581186595295
0,69,97.01012369149598
0,70,53.36999851848474
0,70,65.25239657387208
0,70,83.99440088893382
0,70,100.70956381885205
0,70,64.00062447789233
0,71,111.22913890286985
0,72,93.58826786648582
0,73,65.48670875122448
0,74,112.69829609866315
0,74,92.0757865775251
0,76,118.48483509397997
0,76,66.25572836309402
0,76,94.32882421362422
0,77,78.59189069859379
0,77,86.7722785115505
0,77,77.98036856820993
0,77,64.99233769177108
0,78,59.375885358000026
0,80,84.02003456583222
0,80,101.61982600394741
0,80,75.28512412830682
0,80,71.64876780497868
0,81,82.37197719456036
0,81,82.22249730401788
0,82,84.01199243327292
0,83,112.66447863810396
0,83,72.7273148823042
0,84,84.24513740816634
0,85,90.35615328599775
0,85,80.92835933613682
0,87,57.306002065798026
0,88,115.70047677102231
0,90,57.3118162670106
0,90,113.37252798632628
0,91,86.25723693988053
0,92,115.5623984606473
0,92,115.00413934807759
0,92,61.95695944143475
0,94,93.87618410453908
0,94,91.96013794193351
0,96,58.88109796441653
0,97,72.05057926328418
0,98,92.22050840860629
0,99,50.529401248469945
0,99,116.13153811481557
0,99,108.00962886726045
0,100,68.74420202228822
0,101,57.48138461663207
0,101,60.66912093312922
0,101,65.82877318747704
0,101,107.82452791837999
0,102,92.11282741024318
