t,user,final_status,edge_id,delay
32,42,edge,4,77.25183259979615
32,28,edge,6,128.45222707667673
32,64,edge,15,75.79603741361707
32,8,edge,6,62.34438962928195
32,35,edge,15,74.52399916980546
32,26,edge,8,45.281323665803185
32,4,edge,2,19.144774510613328
32,35,edge,9,190.8002873434832
32,2,edge,8,61.76523738821104
32,5,edge,17,46.14892657805772
32,41,edge,15,75.68097886574698
32,48,edge,13,38.92707448148469
32,57,edge,6,97.50566698978967
32,15,edge,7,70.2221136607544
32,50,edge,8,28.6414177899398
32,7,edge,15,23.91890755127786
32,45,edge,8,34.01943745748805
32,66,edge,6,40.628638005204685
32,48,edge,3,26.68459633402255
32,40,edge,12,21.980558175584886
33,50,edge,9,44.1362174969856
33,18,edge,18,43.889699156489755
33,3,edge,11,96.76640426369109
33,47,edge,7,68.05574299172017
33,79,edge,9,116.67700539623173
33,28,edge,13,49.50519661493597
33,60,edge,11,17.924107823737554
33,39,edge,0,33.858293861105004
33,14,edge,9,98.80976583382284
33,33,edge,15,39.1291371622613
33,13,edge,19,33.08184930133928
33,15,edge,6,35.08518488865106
33,72,edge,17,97.41189755544075
33,32,edge,18,29.92530431751105
33,27,edge,2,230.1340331723102
33,26,edge,8,61.43216458275998
33,48,edge,1,66.86368804681555
33,77,edge,2,30.81757919455359
33,61,edge,19,54.02090879655527
33,58,edge,8,116.42016276816152
33,14,edge,6,50.23842586011983
33,45,edge,0,52.213668288172265
33,37,edge,7,33.215300588889896
33,9,edge,17,74.50957115780034
33,22,edge,11,62.52553964755339
34,68,edge,9,202.20056768498998
34,23,edge,6,61.73711685447021
34,28,edge,12,28.823303313519915
34,67,edge,4,78.67832540951619
34,29,edge,16,59.37822643257119
34,51,edge,0,137.40728485590836
34,54,edge,5,29.9124418516895
34,56,edge,9,180.7138510425445
34,66,edge,13,49.69020630049549
34,61,edge,19,38.5213375940263
34,60,edge,11,44.227434829073424
34,55,edge,2,57.658723080832026
34,16,edge,7,44.51285194913431
34,10,edge,2,70.4312690619297
34,42,edge,15,143.99941627337657
34,27,edge,5,33.16627051608262
34,46,edge,11,40.50984020679574
34,5,edge,8,102.83114681557423
34,32,edge,8,106.31793117336812
34,63,edge,15,92.91160862334158
35,28,edge,12,17.953378343885184
35,57,edge,15,43.217304035394314
35,10,edge,2,39.62162678369321
35,14,edge,9,83.4392720530241
35,77,edge,2,31.26496423381231
35,18,edge,18,44.99368681219037
35,34,edge,9,68.32353505413685
35,23,edge,6,55.844781104679626
35,52,edge,0,48.50247723914759
35,21,edge,5,16.495994171259255
35,76,edge,9,85.22115451664418
35,36,edge,14,101.26654436037826
35,1,edge,13,49.59929777551576
35,35,edge,4,25.532678578955345
35,65,edge,0,36.10697477342789
35,64,edge,3,84.8179577375463
35,60,edge,17,51.78527108011757
35,24,edge,7,33.933134420434655
35,42,edge,9,43.616989625813666
35,47,edge,19,43.1155004940887
35,56,edge,11,161.44086153626932
35,7,edge,16,48.60895101924171
35,73,edge,17,16.838008885167863
35,56,edge,9,75.60977261689175
35,25,edge,9,61.107841856455444
35,41,edge,4,39.39546466673475
35,1,edge,6,38.12842838504642
35,74,edge,12,23.16189257781015
35,45,edge,0,47.506815565055334
35,70,edge,17,54.90491538358654
35,62,edge,0,34.50005407495316
35,60,edge,11,25.163652894321803
35,3,edge,18,182.27821114322268
36,34,edge,9,62.33081302357523
36,9,edge,18,21.27790067155115
36,8,edge,5,49.87016279135162
36,3,edge,11,69.2579269168443
36,62,edge,0,15.101280259484316
36,63,edge,4,31.430894283144774
36,51,edge,2,100.82324665975624
36,66,edge,13,54.357899585969356
36,2,edge,14,36.74514681349676
36,10,edge,5,207.74460042121828
36,13,edge,19,39.055921113058844
36,35,edge,4,56.56351556308613
36,55,edge,0,46.159012894187896
36,3,edge,17,99.93796793376525
36,40,edge,13,35.83716084502655
36,26,edge,18,117.08224013748718
36,0,edge,6,46.89033723367942
36,24,edge,7,38.58305236243696
36,8,edge,6,64.30233538699574
36,34,edge,9,36.15718350714824
36,53,edge,17,146.86068056175452
36,10,edge,2,60.0641305095676
36,13,edge,19,23.695574540580036
36,66,edge,1,23.418457344405894
36,23,edge,9,53.900989737311384
36,36,edge,7,89.08419540257823
36,43,edge,12,47.68572935988898
37,31,edge,0,22.229798344998848
37,77,edge,14,26.53188721804913
37,41,edge,4,13.956559894240526
37,19,edge,0,88.67958651632796
37,11,edge,9,36.383482833239256
37,20,edge,11,50.98920180497225
37,4,edge,2,31.32303980321956
37,44,edge,9,126.98330676026637
37,50,edge,8,51.022998701631096
37,59,edge,7,84.09807156638823
37,35,edge,4,55.864497529186465
37,59,edge,7,92.99168883981129
37,18,edge,8,34.53763488630461
37,34,edge,9,39.19910030785948
37,24,edge,7,24.701528653500354
37,40,edge,13,24.983240217297528
37,35,edge,15,47.52191511900617
37,3,edge,11,48.515558157253295
37,2,edge,0,123.29324884595805
37,54,edge,5,48.51852477740749
37,64,edge,16,85.45431826743345
37,78,edge,2,118.46961158723701
37,17,edge,0,57.3637263542483
38,19,edge,8,56.1552297626448
38,40,edge,13,57.14205346531963
38,64,edge,15,49.62117995052108
38,27,edge,9,72.05461953496912
38,58,edge,14,40.745764325912276
38,52,edge,8,32.62017737436943
38,67,edge,10,83.7403413463313
38,31,edge,18,57.82964064026378
38,57,edge,9,40.25974471205198
38,24,edge,5,23.959709230962318
38,6,edge,13,22.79260759620196
38,49,edge,3,43.878780306362636
38,27,edge,9,119.8037683975316
38,53,edge,17,134.14292770668692
38,72,edge,9,112.68294476399699
38,34,edge,9,39.37562518193409
38,77,edge,2,22.091449719044718
38,0,edge,13,32.861810948151046
38,1,edge,7,59.50135252976348
38,37,edge,7,126.7870948624784
38,77,edge,2,40.97351398473496
38,43,edge,19,41.27968728088844
38,22,edge,17,33.90960274672139
38,54,edge,7,20.767483164482027
38,10,edge,2,77.58551759053084
38,19,edge,0,39.857599665581844
39,14,edge,9,87.69189112357839
39,62,edge,0,23.588289614705975
39,47,edge,19,76.88163845586547
39,27,edge,9,137.35661291799738
39,6,edge,13,40.718677284356474
39,77,edge,2,49.72917562458973
39,77,edge,2,38.615693636954205
39,44,edge,17,105.4091719018036
39,37,edge,7,42.4888517082091
39,62,edge,0,18.72991623398686
39,5,edge,17,72.81682496267521
39,74,edge,6,32.259758108209724
39,76,edge,2,147.23425084470412
39,45,edge,0,33.49814430599714
39,61,edge,13,35.625002423313816
39,41,edge,15,104.17234364125652
39,21,edge,7,42.56408733065133
39,66,edge,16,27.179061606834786
39,17,edge,14,42.61048067794269
39,34,edge,9,64.1748639233211
39,65,edge,18,20.70232324055725
39,1,edge,13,77.2178475431981
39,3,edge,11,56.448563712905916
39,37,edge,7,122.11411993646794
40,55,edge,14,89.97721687413203
40,34,edge,9,24.990194923278473
40,78,edge,5,111.33195094267835
40,38,edge,1,33.90502618938233
40,7,edge,9,104.82583636255478
40,31,edge,0,24.796650598556656
40,65,edge,18,21.66284524593158
40,41,edge,4,38.131062986871214
40,72,edge,9,66.48940777997687
40,70,edge,17,39.622008275002514
40,77,edge,14,38.10424332409046
40,71,edge,4,96.51925852458872
40,25,edge,9,28.843646626505375
40,14,edge,7,105.8618981844933
40,25,edge,8,52.47817133595188
40,60,edge,17,79.26730396951632
40,66,edge,16,31.640592840732268
40,0,edge,5,58.69275212665182
40,76,edge,9,28.899681271655634
40,22,edge,18,91.20491613012216
40,41,edge,15,75.58394370704096
41,33,edge,9,130.0902877132599
41,30,edge,4,35.140333837248036
41,13,edge,12,47.70357656265646
41,19,edge,0,58.73412374674119
41,53,edge,9,182.44824587333127
41,42,edge,15,110.65211824720699
41,1,edge,16,71.36850453636616
41,48,edge,3,57.51729782437777
41,6,edge,12,42.00900258579331
41,37,edge,7,115.42854795930242
41,18,edge,18,22.309551138048985
41,12,edge,6,31.677196548143737
41,2,edge,2,16.00211997844188
41,60,edge,17,47.647746747178154
41,53,edge,18,107.22560696485492
41,5,edge,18,70.19612587074641
41,42,edge,15,85.05834893163518
41,35,edge,4,31.56646273532064
41,72,edge,9,96.08969281749653
41,77,edge,14,22.251910339425695
41,56,edge,4,217.9144219717951
41,4,edge,8,186.91766620480658
41,64,edge,4,58.03034004484453
41,37,edge,5,129.86703831141054
41,33,edge,6,96.52984478873275
41,37,edge,5,132.1125894800405
41,22,edge,17,45.15643075612307
42,70,edge,9,122.54115492856766
42,30,edge,4,40.95970023650947
42,47,edge,12,42.306790131426666
42,7,edge,16,37.77398222872047
42,56,edge,8,146.84224712106192
42,79,edge,8,94.42384287645639
42,38,edge,15,23.530023624641544
42,19,edge,14,49.98183190025377
42,45,edge,9,65.50764496852813
42,71,edge,17,137.8973741476924
42,62,edge,0,29.503497046234394
42,33,edge,15,26.388205280343698
42,72,edge,17,66.78524538632455
42,40,edge,12,33.426134628964114
42,53,edge,15,97.06070075751134
42,22,edge,17,48.37316463249354
42,24,edge,7,14.722669286639881
42,63,edge,4,33.978824019783865
42,5,edge,9,120.6260204976702
42,7,edge,6,28.401669945768088
42,33,edge,4,77.09258356295516
42,52,edge,8,50.17388619999987
42,26,edge,0,22.661358600397815
42,59,edge,2,105.02095545346364
42,37,edge,7,90.0308078229288
42,70,edge,17,60.2178706094285
42,58,edge,0,93.19863896462776
42,43,edge,12,38.57616911168157
42,13,edge,19,37.34514362333604
42,11,edge,18,22.533173014463504
42,25,edge,6,50.586191125944495
42,39,edge,18,75.072646385085
42,48,edge,3,28.071505752309232
42,11,edge,9,84.58176653809849
42,2,edge,2,51.37015997819926
42,38,edge,15,21.54037118122433
42,57,edge,9,39.4559773528598
42,54,edge,5,47.37954448803388
42,8,edge,6,32.22423437773184
42,1,edge,16,73.29441146216607
42,65,edge,18,23.70282668966853
42,50,edge,9,60.978706857418125
43,45,edge,2,149.8137441600379
43,6,edge,6,93.5228555097612
43,26,edge,0,11.807517150161333
43,61,edge,19,71.46412531047628
43,78,edge,7,86.74431953731829
43,39,edge,8,39.23767662960266
43,78,edge,2,158.8459917833064
43,39,edge,8,48.96236649008605
43,36,edge,2,123.14212642836293
43,69,edge,4,44.74272423736894
43,63,edge,4,34.98174312416449
43,1,edge,13,89.60183833468858
43,72,edge,17,72.69373367039536
43,0,edge,15,92.16236824189278
43,59,edge,14,71.86618469202045
43,6,edge,12,23.74750182052443
43,40,edge,12,33.108547703487446
43,42,edge,15,45.91253770655064
43,28,edge,6,106.16955863994329
43,30,edge,4,32.24192559409564
43,28,edge,13,74.62977595353668
43,63,edge,15,74.02871931373164
43,26,edge,8,99.21069846033622
43,79,edge,9,149.4452843878444
43,50,edge,18,32.70775730117118
44,21,edge,7,54.34738407969767
44,32,edge,17,85.11194690474748
44,2,edge,14,25.934672182170274
44,55,edge,0,36.509314051209586
44,4,edge,2,54.33280514799373
44,66,edge,16,51.36902774811568
44,33,edge,9,41.969320356964054
44,75,edge,7,58.26082693297214
44,4,edge,14,33.039414690300376
44,74,edge,13,24.64543727295487
44,23,edge,9,73.5437753198808
44,33,edge,4,44.77849680357453
44,1,edge,6,52.81677558045728
44,43,edge,19,13.77100337189039
44,20,edge,11,23.581212590813834
44,42,edge,15,60.74106992443001
44,28,edge,6,47.41797784305276
44,8,edge,6,30.724960444739345
44,62,edge,8,28.765746979300367
44,10,edge,2,65.64222573629257
44,25,edge,9,65.19881773105013
44,31,edge,18,44.511510250654844
44,30,edge,4,14.699954129676499
45,33,edge,6,103.04185527863409
45,28,edge,12,20.67332411167465
45,46,edge,11,35.749132475274344
45,15,edge,5,30.99657943380863
45,22,edge,17,57.30178732053463
45,16,edge,19,16.873737684047757
45,6,edge,13,17.883844751144537
45,20,edge,17,21.186025981676345
45,61,edge,19,67.22972688802892
45,8,edge,5,29.81408139267014
45,56,edge,4,233.18769467469969
45,25,edge,9,99.65631721967186
45,68,edge,18,140.27140149841972
45,53,edge,15,178.83690178096987
45,47,edge,19,79.94351732969226
45,4,edge,2,16.914138617118844
45,74,edge,13,31.820814821781806
45,59,edge,8,225.92310056379665
45,49,edge,3,34.73779580206056
45,45,edge,8,38.673232273630774
45,21,edge,5,41.38436452655415
45,14,edge,6,69.08149811373873
45,1,edge,13,85.35389072387642
45,51,edge,2,54.03225015250731
45,33,edge,4,69.03388348245181
45,56,edge,17,135.38299341986567
45,14,edge,9,43.723811364857575
45,35,edge,4,34.47170235005885
45,44,edge,9,146.1942629326786
45,25,edge,9,46.18965010999613
45,77,edge,2,30.645291248502986
45,14,edge,8,158.20202924459105
45,30,edge,4,30.652335111525908
45,20,edge,17,13.579651793744818
46,41,edge,15,76.34988130328269
46,3,edge,11,44.961701305605864
46,0,edge,13,21.235965536420867
46,75,edge,7,85.27409961814412
46,52,edge,0,41.15616376015318
46,57,edge,9,37.458613067971584
46,8,edge,5,70.02756213452763
46,14,edge,8,116.53547325063626
46,63,edge,4,56.7258640207727
46,79,edge,9,77.2255097505783
46,62,edge,0,18.558741096855087
46,76,edge,9,95.10436999941372
46,70,edge,17,49.06291201286158
46,47,edge,19,47.021971071624854
46,53,edge,15,131.17378541171917
46,73,edge,17,24.607806146737694
46,55,edge,0,70.61088882325693
46,75,edge,9,172.28360081215678
46,15,edge,6,68.52808227128183
46,49,edge,3,36.492622929721875
46,58,edge,2,70.7926398896794
46,54,edge,7,40.690799967969674
46,78,edge,2,80.5369824391734
46,6,edge,13,36.237164666900114
46,76,edge,9,59.46630246386622
46,33,edge,4,80.3763768811191
46,20,edge,18,43.897572563679304
46,14,edge,9,61.70440662008398
46,69,edge,15,13.979565675791953
46,25,edge,8,150.864589914412
46,68,edge,18,114.04017201280416
46,9,edge,18,14.276435296350048
47,43,edge,12,35.58104346555288
47,63,edge,15,33.744267985631815
47,48,edge,13,40.42145221122974
47,55,edge,0,60.87462228618791
47,11,edge,9,43.08500944457755
47,54,edge,19,144.69546880627868
47,49,edge,16,86.24388680649308
47,15,edge,6,105.9203290099113
47,28,edge,19,38.91059397473369
47,51,edge,2,54.46211263575245
47,25,edge,6,41.27513009811979
47,66,edge,16,55.55548476270991
47,43,edge,19,47.414910233214044
47,3,edge,11,25.83932601388169
47,68,edge,18,141.7547885481309
47,65,edge,18,27.858910006606077
47,55,edge,14,54.68276068054182
47,26,edge,0,20.898399622566075
47,33,edge,15,44.35117279876899
47,54,edge,7,35.6647195427748
47,58,edge,2,67.58130772638286
47,12,edge,6,84.1322065507535
47,11,edge,18,43.35048343506109
47,27,edge,6,132.48240467575312
48,24,edge,7,21.05079823088227
48,9,edge,18,45.1912092551374
48,27,edge,9,43.326403996405986
48,72,edge,11,113.83273492882162
48,26,edge,8,31.701874795985702
48,67,edge,4,40.01780237826994
48,49,edge,3,39.85735329126222
48,19,edge,2,20.868136357279106
48,37,edge,7,127.52695810836299
48,26,edge,0,37.24202362975044
48,6,edge,12,15.960951222808683
48,16,edge,19,33.185706209575024
48,40,edge,13,35.33836955932691
48,66,edge,3,35.07165183153298
48,78,edge,7,66.06173819816968
48,14,edge,9,81.69193175395809
48,22,edge,17,21.770758568509958
48,39,edge,8,81.33208700407538
48,28,edge,12,42.639960061439346
49,73,edge,17,30.93958277504243
49,23,edge,15,87.80878158861917
49,34,edge,8,125.9305801680787
49,17,edge,14,34.70693719262044
49,60,edge,17,59.111108259798584
49,77,edge,2,32.586968501329665
49,23,edge,9,67.47940644211789
49,24,edge,7,41.0790514736531
49,37,edge,6,293.50804604676233
49,22,edge,18,94.11335376819932
49,32,edge,9,64.10040350587923
49,65,edge,0,55.257508383247256
49,19,edge,14,69.40838276843562
49,74,edge,13,24.022385246622186
49,35,edge,4,56.951858352351906
49,75,edge,7,61.47182653312058
49,75,edge,7,60.19181707410919
49,38,edge,13,50.32095003033419
49,45,edge,9,34.40324397246335
49,67,edge,4,27.193360111009977
49,35,edge,15,44.27599231671433
49,8,edge,5,52.28830700825427
50,32,edge,17,52.82885375802744
50,48,edge,3,58.5730871984253
50,73,edge,11,58.98298933499873
50,23,edge,9,26.325226817956008
50,42,edge,4,108.25150924079361
50,53,edge,11,130.3817280188518
50,35,edge,4,41.86958910703163
50,0,edge,13,34.17371927272717
50,44,edge,4,165.42555207285508
50,22,edge,17,40.10438407314105
50,42,edge,9,76.19891811709573
50,60,edge,17,78.97897186304517
50,54,edge,7,46.59010688849404
50,25,edge,9,98.71477096742937
50,68,edge,18,176.92333471114685
50,21,edge,19,26.178718421792492
51,28,edge,12,20.486952586545467
51,22,edge,17,53.89895355657926
51,62,edge,8,84.80090389061392
51,15,edge,5,27.94399137681258
51,72,edge,17,127.45768017081542
51,24,edge,7,33.3450763544329
51,27,edge,9,139.3521174624548
51,62,edge,0,50.62138894017675
51,8,edge,13,81.45679250231447
51,75,edge,2,153.88798754670276
51,66,edge,3,62.15760000113471
51,75,edge,7,53.515747013010724
51,30,edge,4,31.329155999391187
51,70,edge,17,19.03291271686862
51,28,edge,19,28.383421400291695
51,24,edge,7,39.10104611563037
51,73,edge,17,32.74398334311438
51,26,edge,8,99.19027297478253
52,72,edge,17,39.107039217262056
52,0,edge,6,13.709987258180854
52,30,edge,4,54.881195493084185
52,40,edge,13,26.492483442558676
52,26,edge,8,51.00307684287604
52,33,edge,15,21.579993003405527
52,27,edge,8,115.78128241317658
52,25,edge,9,58.155854277002874
52,16,edge,12,33.0088408705109
52,23,edge,15,33.496746925221565
52,48,edge,3,51.126862336969445
52,48,edge,3,20.239709856648116
52,49,edge,4,131.4103048540123
52,34,edge,15,80.34954371626914
52,0,edge,13,39.997209763191194
52,41,edge,3,146.91641808434616
52,21,edge,7,31.622421738812214
52,63,edge,1,131.1442480753345
52,46,edge,17,92.19806401743479
52,12,edge,9,26.86000100170338
52,17,edge,2,64.36133641218152
52,69,edge,4,51.94151092953631
52,10,edge,8,122.37518056168084
52,28,edge,12,31.640016897988726
52,47,edge,7,50.93902910129719
52,68,edge,18,49.27343031983951
52,30,edge,15,87.56836059227412
52,39,edge,0,44.1083441157013
53,77,edge,14,37.31499218967405
53,45,edge,8,24.791546643777227
53,70,edge,17,51.9223874442711
53,66,edge,13,69.93420931823707
53,33,edge,9,112.53374550511488
53,8,edge,5,43.91125931457409
53,39,edge,8,39.321193384786326
53,61,edge,12,55.20586127484866
53,1,edge,6,32.42906063017441
53,21,edge,7,53.03686727625069
53,36,edge,2,46.71012823604016
53,18,edge,17,60.21542810464821
53,38,edge,16,59.96796161311029
53,43,edge,12,19.2256203472448
53,53,edge,11,142.08025565422193
53,32,edge,8,90.71476637298647
53,79,edge,0,157.57847432871935
53,35,edge,4,40.963628948467125
53,64,edge,3,93.57506860153545
53,70,edge,18,78.51832974325943
53,66,edge,13,47.26096358917164
53,21,edge,5,29.495199863044533
53,52,edge,0,94.76708642120721
53,10,edge,2,59.39974907065655
53,61,edge,13,34.86004981870642
53,7,edge,9,59.79826283716659
53,78,edge,7,39.63914450428429
54,8,edge,6,67.94324691698542
54,41,edge,4,28.868005660033123
54,57,edge,8,45.80363881655202
54,61,edge,13,60.65399764013696
54,16,edge,7,97.30340921046667
54,75,edge,7,56.586691816374746
54,12,edge,9,46.92869392096642
54,54,edge,7,33.82711522001794
54,68,edge,17,88.6164123530506
54,29,edge,16,26.524421256568544
54,72,edge,9,70.71629970678201
54,12,edge,15,89.63668767959831
54,8,edge,7,64.07807876960193
54,60,edge,11,26.88180806335778
54,42,edge,4,66.80464507980422
54,54,edge,6,103.86644385514693
54,5,edge,18,35.650174724129734
54,3,edge,11,32.407156501265355
55,37,edge,2,121.02497330607771
55,69,edge,1,67.94258083743858
55,1,edge,12,37.419069692167746
55,69,edge,4,60.90358520138719
55,50,edge,8,51.526319238860104
55,37,edge,2,153.49439348303198
55,7,edge,15,37.2878277399111
55,72,edge,11,110.18039022504975
55,11,edge,8,32.04694337298059
55,55,edge,14,88.08882911510253
55,62,edge,18,72.85191537955781
55,67,edge,4,29.2097236736847
55,26,edge,14,68.46534385175845
55,29,edge,16,30.128302545125948
55,19,edge,2,58.87440140903449
55,14,edge,9,94.40639511889361
55,67,edge,4,79.58306809885487
55,29,edge,16,47.732546954062585
55,33,edge,15,46.06349638951399
55,75,edge,7,42.402275219359694
55,25,edge,9,40.10137785085504
55,29,edge,13,34.41699048711782
56,53,edge,17,85.82412528671989
56,75,edge,7,54.0993294710549
56,62,edge,0,17.675561694401395
56,66,edge,4,77.01909858523013
56,72,edge,9,41.38514722047034
56,76,edge,8,113.4588478968822
56,78,edge,7,95.85152914457696
56,67,edge,4,44.872393698477524
56,44,edge,11,129.4620764882412
56,68,edge,17,35.46482161896911
56,48,edge,16,51.5236708913975
56,11,edge,8,44.68464591150686
56,44,edge,11,159.07710643509787
56,64,edge,4,31.13665112014035
56,43,edge,12,48.2735509136301
56,74,edge,13,44.808496768693516
56,26,edge,8,34.029378223198954
56,8,edge,5,40.631485638907975
56,58,edge,8,120.22428763683382
56,35,edge,4,29.013210161174392
56,48,edge,13,33.00715261946009
56,29,edge,12,95.06801676992025
56,45,edge,9,101.79248799634678
56,56,edge,17,135.96833930280246
56,14,edge,5,38.82463134110575
56,37,edge,14,212.86202179198338
56,45,edge,0,95.61935290986993
56,12,edge,6,58.581634972329034
57,31,edge,18,45.90901764252848
57,39,edge,0,26.880320117415174
57,24,edge,5,26.636212689464625
57,47,edge,19,75.90553922190625
57,75,edge,2,237.32480470287757
57,53,edge,17,95.63587791783881
57,22,edge,17,57.541830259307325
57,64,edge,4,34.47255452524966
57,6,edge,19,47.59283098603234
57,35,edge,4,19.101190675537346
57,24,edge,7,15.34856115583303
57,56,edge,9,74.18449624044943
57,43,edge,12,50.3921696627786
57,14,edge,9,48.44913082972874
57,26,edge,18,90.22822713224045
57,3,edge,17,76.70190374537846
57,64,edge,4,26.176386981131287
57,9,edge,18,34.710734820396866
57,50,edge,9,23.881973091604298
57,33,edge,15,50.46091570936171
58,7,edge,6,58.612505864388645
58,42,edge,8,230.51644959003215
58,5,edge,18,32.80501395732727
58,2,edge,2,59.80629605020329
58,21,edge,19,43.669676991611226
58,54,edge,5,62.28598265733114
58,43,edge,12,14.144127791668929
58,39,edge,0,40.96025720377491
58,41,edge,4,25.576470145709077
58,6,edge,13,24.89028091873875
58,53,edge,17,119.85461660691526
58,72,edge,9,44.27411558923233
58,45,edge,8,47.96184181356946
58,35,edge,4,39.153813307766335
58,3,edge,17,39.08847569054961
58,77,edge,2,25.001424858884953
58,53,edge,9,94.60955926068971
58,3,edge,11,77.75628268516654
58,67,edge,4,72.46715852116017
58,59,edge,7,154.10189561109712
59,27,edge,9,84.58200995973601
59,4,edge,2,41.282054433239956
59,57,edge,8,43.23022735294132
59,73,edge,17,19.569815716132542
59,7,edge,15,41.79840583399317
59,47,edge,7,40.22354947650181
59,1,edge,6,48.245284314135674
59,76,edge,8,92.80223534154514
59,60,edge,11,23.71536710461214
59,2,edge,14,25.588642855527453
59,56,edge,15,147.80427971350508
59,76,edge,8,63.32121592347154
59,49,edge,16,49.2623435468374
59,28,edge,12,29.59037883830236
59,56,edge,15,223.90112176826563
59,60,edge,11,42.46393430179677
59,26,edge,0,20.15116022685765
59,56,edge,17,76.44375898276488
59,20,edge,17,49.551802457110256
59,66,edge,1,31.079631560416228
59,38,edge,15,59.68471798491111
60,36,edge,5,109.99115988445813
60,45,edge,8,49.84842708680899
60,67,edge,4,62.53901413751498
60,9,edge,17,73.057939172568
60,38,edge,1,25.194128507169356
60,49,edge,3,15.030443367167576
60,3,edge,11,92.76814055903205
60,49,edge,3,47.25347393890296
60,71,edge,9,114.23557682668586
60,20,edge,11,77.45998458728023
60,31,edge,0,48.99386298825345
60,33,edge,15,34.09754227456426
60,38,edge,1,32.010850969813745
60,7,edge,9,48.55133754916334
60,57,edge,8,84.18740045432557
60,39,edge,0,44.56044404651455
60,4,edge,14,26.39155141344519
60,26,edge,8,69.65539046768615
60,5,edge,17,88.20565877995777
60,11,edge,8,16.367623801534123
60,23,edge,6,44.78745687461019
60,4,edge,2,20.233929789564712
60,76,edge,8,60.28569237434277
60,9,edge,18,34.28115059894426
60,74,edge,19,57.2529931112993
61,7,edge,15,37.34073982831532
61,40,edge,12,48.48435684973111
61,20,edge,11,60.60880787954158
61,77,edge,14,39.33001591092564
61,6,edge,3,87.13481325572468
61,73,edge,8,128.92862824243863
61,60,edge,11,27.872701072614262
61,50,edge,9,18.335200518480033
61,14,edge,6,38.91454252699705
61,3,edge,11,46.21314721573
61,57,edge,9,36.24987285275346
61,46,edge,17,54.14422984100914
61,79,edge,8,143.75593170072068
61,77,edge,14,42.44977267759799
61,53,edge,18,67.66563100902353
61,52,edge,8,35.88312299147083
61,37,edge,7,124.03868644612187
61,51,edge,2,43.01684321436282
61,22,edge,17,39.864126284494134
61,60,edge,11,23.33387307587201
61,58,edge,0,78.0906778828896
61,5,edge,18,97.59770031664154
61,40,edge,13,44.57103658124657
61,3,edge,11,92.1582549598725
61,49,edge,4,63.09811928355936
61,23,edge,6,52.71786390004348
61,14,edge,7,55.94929644001743
61,73,edge,18,34.941316955250265
61,71,edge,15,122.60395434399608
61,15,edge,5,49.55838071444846
62,41,edge,4,13.978747332066163
62,42,edge,9,143.06787823398187
62,61,edge,13,24.675638265659373
62,61,edge,13,60.36976147971979
62,72,edge,17,127.6570831613514
62,71,edge,4,129.75792880985696
62,79,edge,2,87.9875596860486
62,50,edge,18,31.079996409993154
62,31,edge,0,24.3595606843349
62,0,edge,6,17.618777058692533
62,26,edge,0,35.327291389457294
62,23,edge,9,30.205449435062313
62,43,edge,12,46.134623599754825
62,30,edge,4,53.918514848876825
62,44,edge,17,60.587474740125685
62,54,edge,7,41.70030454753719
62,19,edge,2,36.41535357702034
62,42,edge,9,44.66222235723501
62,68,edge,11,65.83601664017809
62,1,edge,16,90.65655600002259
62,69,edge,4,60.16838816182247
62,58,edge,8,88.20884518886756
62,31,edge,18,48.14467000355512
62,9,edge,17,56.02827668957496
63,15,edge,5,21.240226604936293
63,72,edge,11,139.90248807723094
63,3,edge,11,33.60828482075113
63,10,edge,2,76.13393348625874
63,5,edge,18,74.8420382468498
63,57,edge,9,27.187164287351642
63,24,edge,5,24.540153635251446
63,41,edge,10,76.92450897718771
63,29,edge,13,47.984332235114245
63,16,edge,19,28.896485191362036
63,41,edge,4,23.573516208496805
63,17,edge,0,81.9637234953046
63,10,edge,9,118.39679000710944
63,70,edge,17,64.49694472510691
63,67,edge,3,59.25300251258334
63,25,edge,5,128.72027462859288
63,11,edge,18,53.55768143095987
63,5,edge,11,65.33083154750136
63,58,edge,14,48.56682273039916
63,9,edge,18,42.12664861678922
63,32,edge,9,42.04530271524335
63,41,edge,15,73.59645501562828
63,53,edge,9,50.358721723128035
63,25,edge,6,91.98442649777841
63,77,edge,2,26.984900445868412
63,54,edge,7,38.209438970022575
63,53,edge,9,70.03687518030617
63,16,edge,19,21.745031161985303
63,75,edge,2,156.1604989151429
64,67,edge,4,87.97453263491542
64,36,edge,2,53.98911364071215
64,47,edge,19,36.12950559575579
64,60,edge,11,31.486893881156856
64,10,edge,2,59.49498717130896
64,46,edge,18,132.0463219648166
64,30,edge,15,81.02747603695641
64,46,edge,18,107.72502172701178
64,66,edge,13,58.752213928798184
64,15,edge,5,42.249040298017555
64,0,edge,16,88.33280632965082
64,1,edge,7,39.77271284466755
64,34,edge,9,63.18810749887454
64,24,edge,7,25.282711703931334
64,65,edge,18,38.66539035404492
64,62,edge,0,34.39014864739643
64,25,edge,9,85.6933787819407
64,37,edge,14,163.8503358465667
64,0,edge,13,80.36451925661865
65,58,edge,2,82.86682899049765
65,31,edge,18,45.00319003803526
65,20,edge,11,39.927505896991626
65,13,edge,19,50.20468053062547
65,74,edge,13,48.85098791592509
65,52,edge,0,105.18886572754839
65,29,edge,6,96.8068498228501
65,5,edge,17,51.831248452922715
65,36,edge,7,97.20605423775305
65,35,edge,15,44.85928453532035
